,Max,Avg,Min,Max.1,Avg.1,Min.1,Max.2,Avg.2,Min.2,Max.3,Avg.3,Min.3,Max.4,Avg.4,Min.4,Total,AGIOI THEODOROI
2017-04-24,64,56.9,45,48,43.3,39,82,62.1,42,17,17,17,29.9,29.8,29.8,0.0,149525.0
2017-04-25,70,56.9,43,46,42.7,37,93,62.4,33,12,12,12,29.9,29.9,29.8,0.0,136271.0
2017-04-26,73,61.1,43,46,41.0,34,93,51.4,25,9,9,9,29.8,29.8,29.7,0.0,59192.0
2017-04-27,75,62.2,46,52,42.2,36,76,51.3,27,9,9,9,29.8,29.7,29.7,0.0,33985.0
2017-04-28,81,65.7,48,54,39.7,18,87,42.9,15,13,13,13,29.7,29.7,29.6,0.0,48653.0
2017-04-29,79,65.9,48,59,43.3,23,68,45.6,23,12,12,12,29.6,29.6,29.5,0.0,41347.0
2017-04-30,77,67.1,61,54,46.7,36,68,49.3,24,21,21,21,29.5,29.5,29.4,0.0,35632.0
2017-05-01,73,67.1,59,50,44.5,36,68,45.8,30,22,22,22,29.6,29.5,29.4,0.0,61058.0
2017-05-02,75,69.0,61,45,39.8,36,52,35.0,27,20,20,20,29.6,29.6,29.6,0.0,170195.0
2017-05-03,75,66.1,55,48,44.5,41,67,46.7,34,15,15,15,29.7,29.6,29.6,0.0,179176.0
2017-05-04,79,65.8,50,52,48.5,45,87,56.6,32,10,10,10,29.6,29.6,29.6,0.0,186707.0
2017-05-05,81,69.8,55,54,48.9,43,77,49.6,26,18,18,18,29.6,29.6,29.6,0.0,120450.0
2017-05-06,81,70.3,61,54,47.4,45,63,45.4,28,16,16,16,29.6,29.6,29.5,0.0,44246.0
2017-05-07,81,69.3,54,55,46.1,27,77,46.2,16,20,20,20,29.6,29.5,29.3,0.0,91430.0
2017-05-08,79,69.6,59,55,45.5,39,82,45.4,24,16,16,16,29.4,29.4,29.4,0.0,113877.0
2017-05-09,81,67.8,50,55,44.0,36,94,49.3,21,23,23,23,29.4,29.3,29.3,0.0,140115.0
2017-05-10,75,66.5,57,52,47.9,43,77,52.5,34,12,12,12,29.6,29.5,29.4,0.0,151834.0
2017-05-11,75,65.4,52,55,51.7,48,88,63.3,41,10,10,10,29.7,29.7,29.6,0.0,147314.0
2017-05-12,79,70.0,59,57,51.6,41,77,54.6,26,17,17,17,29.7,29.7,29.6,0.0,142474.0
2017-05-13,91,75.6,64,61,53.0,41,78,50.1,18,15,15,15,29.6,29.5,29.5,0.0,112577.0
2017-05-14,88,78.3,64,59,48.6,41,73,37.6,19,13,13,13,29.7,29.6,29.5,0.0,83773.0
2017-05-15,79,70.8,61,57,50.9,46,77,50.4,36,23,23,23,29.8,29.8,29.7,0.0,144024.0
2017-05-16,72,67.7,63,54,48.2,43,64,50.3,35,26,26,26,29.8,29.8,29.6,0.0,147816.0
2017-05-17,68,63.3,59,54,51.0,46,82,64.8,46,24,24,24,29.6,29.6,29.6,0.0,146912.0
2017-05-18,63,60.8,59,57,53.2,48,94,77.5,63,21,21,21,29.6,29.0,0.0,0.0,137516.0
2017-05-19,72,64.6,57,52,37.7,28,72,40.0,22,25,25,25,29.7,29.6,29.6,0.0,108806.0
2017-05-20,75,65.8,50,52,40.8,32,72,42.5,23,21,21,21,29.7,29.6,29.6,0.0,49261.0
2017-05-21,79,68.6,57,59,53.0,46,88,61.4,32,16,16,16,29.6,29.4,29.4,0.0,87595.0
2017-05-22,75,66.1,55,55,48.8,43,82,56.3,38,16,16,16,29.6,29.6,29.5,0.0,144197.0
2017-05-23,77,68.1,55,55,51.6,48,88,58.1,36,15,15,15,29.7,29.7,29.6,0.0,147049.0
2017-05-24,77,67.8,55,57,52.9,48,94,61.0,36,12,12,12,29.7,29.7,29.6,0.0,135093.0
2017-05-25,77,67.5,55,59,55.6,52,94,67.8,41,15,15,15,29.6,29.6,29.6,0.0,154070.0
2017-05-26,77,67.0,59,59,54.6,48,94,66.7,36,18,18,18,29.6,29.5,29.5,0.0,114067.0
2017-05-27,72,64.8,59,61,55.0,52,94,71.8,50,16,16,16,29.6,29.6,29.5,0.0,49183.0
2017-05-28,66,62.6,59,59,54.6,50,94,75.3,63,20,20,20,29.7,29.7,29.6,0.0,52622.0
2017-05-29,70,65.8,63,55,52.3,50,73,61.5,52,22,22,22,29.7,29.6,29.6,0.0,48827.0
2017-05-30,77,69.3,61,55,52.1,50,68,54.6,41,14,14,14,29.8,29.7,29.6,0.0,48154.0
2017-05-31,82,71.6,59,55,52.2,48,77,52.3,32,16,16,16,29.8,29.7,29.7,0.0,79138.0
2017-06-01,86,73.8,59,59,54.4,50,88,53.9,29,10,10,10,29.7,29.7,29.7,0.0,151865.0
2017-06-02,86,75.3,61,63,57.1,52,82,56.3,33,10,10,10,29.7,29.7,29.6,0.0,155822.0
2017-06-03,84,73.9,63,61,57.3,50,88,58.3,32,9,9,9,29.6,29.6,29.5,0.0,119085.0
2017-06-04,81,73.1,63,63,59.3,55,88,63.4,44,21,21,21,29.6,29.6,29.6,0.0,84809.0
2017-06-05,79,70.7,61,61,57.5,55,88,64.8,47,16,16,16,29.6,29.6,29.6,0.0,151936.0
2017-06-06,82,71.6,57,59,57.5,54,94,63.7,42,15,15,15,29.6,29.6,29.6,0.0,143888.0
2017-06-07,84,74.2,64,63,56.7,52,77,56.2,33,12,12,12,29.7,29.6,29.6,0.0,124662.0
2017-06-08,81,72.6,66,64,62.8,59,94,72.3,51,13,13,13,29.6,29.6,29.5,0.0,90076.0
2017-06-09,79,73.3,64,66,55.7,50,94,56.4,36,17,17,17,29.7,29.6,29.6,0.0,157181.0
2017-06-10,81,71.9,61,59,55.4,50,82,57.6,34,10,10,10,29.7,29.7,29.6,0.0,95967.0
2017-06-11,77,68.5,61,61,57.9,55,88,69.8,50,22,22,22,29.6,29.6,29.6,0.0,88236.0
2017-06-12,79,73.2,66,57,50.9,46,73,47.2,32,28,28,28,29.6,29.6,29.6,0.0,143726.0
2017-06-13,84,75.9,68,57,53.5,50,64,46.0,35,23,23,23,29.6,29.6,29.5,0.0,126469.0
2017-06-14,91,78.9,63,59,54.1,50,77,44.7,26,10,10,10,29.6,29.6,29.5,0.0,152240.0
2017-06-15,86,77.1,64,63,59.6,54,83,56.2,40,13,13,13,29.6,29.6,29.6,0.0,151904.0
2017-06-16,86,75.3,68,68,63.6,61,94,68.4,43,17,17,17,29.6,29.6,29.6,0.0,143065.0
2017-06-17,86,74.5,66,72,63.8,55,100,72.2,43,13,13,13,29.6,29.5,29.4,0.0,91413.0
2017-06-18,68,65.7,61,66,60.3,55,94,83.1,64,12,12,12,29.6,29.5,29.5,0.0,43504.0
2017-06-19,77,69.5,61,57,52.6,48,82,56.3,38,18,18,18,29.7,29.6,29.6,0.0,75587.0
2017-06-20,84,73.9,63,55,51.4,48,68,46.9,28,17,17,17,29.7,29.7,29.6,0.0,155806.0
2017-06-21,84,75.0,63,59,54.4,52,73,49.9,35,15,15,15,29.7,29.6,29.6,0.0,146926.0
2017-06-22,91,77.7,63,61,54.0,45,82,48.9,21,10,10,10,29.7,29.6,29.6,0.0,151044.0
2017-06-23,93,80.7,63,59,52.6,45,77,41.5,20,12,12,12,29.7,29.7,29.6,0.0,124879.0
2017-06-24,93,82.4,64,63,56.1,48,73,42.5,26,14,14,14,29.6,29.6,29.6,0.0,53016.0
2017-06-25,93,82.3,68,63,60.4,57,78,49.5,31,16,16,16,29.6,29.6,29.6,0.0,90574.0
2017-06-26,93,82.4,70,64,59.9,54,78,49.4,28,14,14,14,29.6,29.5,29.5,0.0,157414.0
2017-06-27,95,83.2,68,61,57.2,52,78,43.7,26,12,12,12,29.6,29.5,29.5,0.0,149775.0
2017-06-28,95,84.5,70,64,58.7,54,68,43.6,25,12,12,12,29.6,29.5,29.5,0.0,155711.0
2017-06-29,100,87.0,72,61,58.6,55,64,40.5,24,14,14,14,29.6,29.5,29.5,0.0,152033.0
2017-06-30,108,89.6,72,64,55.8,48,73,36.4,14,10,10,10,29.6,29.5,29.5,0.0,127800.0
2017-07-01,104,90.5,75,61,54.0,46,53,31.5,15,13,13,13,29.6,29.5,29.4,0.0,49379.0
2017-07-02,108,90.6,72,66,56.1,46,60,35.3,13,12,12,12,29.4,29.4,29.3,0.0,75055.0
2017-07-03,95,86.9,75,64,54.3,46,65,34.6,19,14,14,14,29.5,29.3,29.3,0.0,121282.0
2017-07-04,84,78.6,73,61,55.7,50,65,45.3,34,26,26,26,29.7,29.6,29.5,0.0,151638.0
2017-07-05,84,77.7,72,61,50.3,45,65,40.1,25,31,31,31,29.7,29.7,29.6,0.0,142898.0
2017-07-06,88,80.4,73,54,45.0,39,47,30.0,18,32,32,32,29.7,29.6,29.6,0.0,148507.0
2017-07-07,91,81.7,73,55,51.0,45,47,34.8,26,23,23,23,29.7,29.7,29.6,0.0,87107.0
2017-07-08,86,79.1,73,61,55.7,52,57,44.9,35,21,21,21,29.6,29.6,29.6,0.0,51875.0
2017-07-09,91,81.0,68,63,56.9,54,68,45.9,29,20,20,20,29.6,29.6,29.6,0.0,73048.0
2017-07-10,95,84.5,70,57,53.4,45,60,36.0,23,24,24,24,29.6,29.6,29.6,0.0,148866.0
2017-07-11,91,85.1,77,55,50.6,45,47,30.9,23,22,22,22,29.7,29.6,29.6,0.0,123453.0
2017-07-12,97,85.1,70,64,56.8,55,64,39.7,26,12,12,12,29.6,29.6,29.5,0.0,87752.0
2017-07-13,97,84.7,72,64,60.6,55,69,46.5,28,20,20,20,29.5,29.4,29.4,0.0,148671.0
2017-07-14,90,82.8,72,64,60.5,55,65,47.5,36,24,24,24,29.5,29.4,29.4,0.0,122043.0
2017-07-15,86,80.2,73,66,61.8,59,69,53.6,42,26,26,26,29.5,29.4,29.4,0.0,49865.0
2017-07-16,82,77.6,73,61,57.0,54,61,49.4,39,31,31,31,29.5,29.5,29.4,0.0,48726.0
2017-07-17,79,72.2,66,63,58.9,54,78,63.5,53,23,23,23,29.6,29.5,29.4,0.0,80817.0
2017-07-18,81,73.4,68,61,57.1,50,73,57.6,42,24,24,24,29.7,29.7,29.6,0.0,156658.0
2017-07-19,84,78.0,70,54,50.8,46,53,39.5,28,26,26,26,29.7,29.7,29.6,0.0,155256.0
2017-07-20,88,80.4,75,52,48.9,43,41,33.7,23,28,28,28,29.6,29.6,29.5,0.0,152418.0
2017-07-21,88,82.1,77,54,48.9,43,44,31.8,22,26,26,26,29.6,29.6,29.5,0.0,114966.0
2017-07-22,90,83.4,77,54,50.5,43,41,32.1,25,25,25,25,29.7,29.6,29.6,0.0,49084.0
2017-07-23,95,85.7,72,57,50.6,45,47,30.4,22,20,20,20,29.7,29.6,29.6,0.0,92130.0
2017-07-24,97,84.7,70,61,54.7,52,64,37.8,23,17,17,17,29.6,29.5,29.4,0.0,154133.0
2017-07-25,100,87.8,73,63,55.3,48,57,34.8,17,18,18,18,29.4,29.3,29.3,0.0,149621.0
2017-07-26,97,81.9,70,72,60.5,43,89,53.1,16,17,17,17,29.3,29.3,29.3,0.0,252905.0
2017-07-27,88,78.2,70,72,59.1,50,89,55.4,27,21,21,21,29.4,29.3,29.3,0.0,229577.0
2017-07-28,88,76.5,63,64,59.9,52,94,60.1,31,13,13,13,29.6,29.5,29.4,0.0,193251.0
2017-07-29,90,78.3,64,64,58.4,54,83,53.6,31,14,14,14,29.7,29.7,29.6,0.0,55586.0
2017-07-30,91,80.7,64,61,54.3,50,73,43.1,27,21,21,21,29.7,29.6,29.6,0.0,85049.0
2017-07-31,88,82.3,77,59,53.3,48,51,37.1,28,31,31,31,29.6,29.6,29.6,0.0,227142.0
2017-08-01,84,80.2,75,61,54.5,48,57,41.3,33,35,35,35,29.7,29.6,29.6,0.0,196566.0
2017-08-02,88,82.1,75,57,53.2,50,50,37.3,27,31,31,31,29.7,29.6,29.6,0.0,206105.0
2017-08-03,93,86.3,79,57,52.3,48,47,31.9,23,30,30,30,29.6,29.6,29.5,0.0,129928.0
2017-08-04,97,88.2,81,57,53.0,46,37,30.2,19,26,26,26,29.6,29.5,29.5,0.0,39844.0
2017-08-05,99,91.0,82,59,53.4,48,39,28.1,20,24,24,24,29.5,29.5,29.5,0.0,47280.0
2017-08-06,99,90.3,79,59,54.3,52,51,29.9,21,21,21,21,29.5,29.5,29.5,0.0,88393.0
2017-08-07,97,90.6,82,64,55.9,52,46,31.3,23,22,22,22,29.6,29.5,29.5,0.0,139701.0
2017-08-08,97,88.1,81,66,61.5,57,54,41.2,28,28,28,28,29.6,29.6,29.5,0.0,224560.0
2017-08-09,88,85.2,81,66,62.6,59,61,46.9,40,30,30,30,29.6,29.6,29.6,0.0,184054.0
2017-08-10,93,87.4,82,61,54.0,48,45,32.4,23,35,35,35,29.6,29.6,29.5,0.0,95091.0
2017-08-11,91,86.2,81,61,57.2,52,45,37.5,31,24,24,24,29.6,29.5,29.5,0.0,31204.0
2017-08-12,97,87.0,77,59,53.0,45,47,32.2,17,13,13,13,29.5,29.5,29.4,0.0,34975.0
2017-08-13,91,83.9,75,64,51.6,41,61,34.8,18,15,15,15,29.5,29.4,29.4,0.0,27566.0
2017-08-14,88,79.7,72,63,56.8,52,64,46.2,33,20,20,20,29.6,29.6,29.5,0.0,1497.0
2017-08-15,86,79.7,72,61,56.8,52,64,45.8,37,25,25,25,29.7,29.6,29.6,0.0,1692.0
2017-08-16,90,83.4,75,64,55.2,50,58,39.1,26,25,25,25,29.6,29.6,29.5,0.0,19840.0
2017-08-17,90,84.3,75,63,52.7,45,61,35.9,21,31,31,31,29.6,29.5,29.5,0.0,36521.0
2017-08-18,91,85.2,81,54,48.0,45,37,27.9,20,30,30,30,29.6,29.6,29.5,0.0,29676.0
2017-08-19,91,85.1,77,52,46.7,43,32,26.4,20,24,24,24,29.6,29.6,29.6,0.0,32242.0
2017-08-20,90,82.2,73,59,50.7,43,61,34.4,22,20,20,20,29.6,29.6,29.5,0.0,31712.0
2017-08-21,90,77.7,63,68,58.6,52,88,54.3,27,17,17,17,29.6,29.5,29.5,0.0,26702.0
2017-08-22,84,75.3,68,70,62.0,55,94,66.2,37,21,21,21,29.6,29.6,29.5,0.0,27590.0
2017-08-23,82,75.4,68,61,56.7,52,73,53.9,37,18,18,18,29.7,29.6,29.6,0.0,23490.0
2017-08-24,84,74.5,64,61,53.6,43,73,49.3,31,24,24,24,29.8,29.7,29.7,0.0,21637.0
2017-08-25,86,78.1,72,55,46.3,41,53,33.2,22,33,33,33,29.8,29.7,29.7,0.0,30511.0
2017-08-26,84,78.9,73,57,49.2,41,57,36.0,23,29,29,29,29.7,29.7,29.6,0.0,34946.0
2017-08-27,84,77.6,72,57,53.3,50,57,42.9,30,31,31,31,29.6,29.6,29.5,0.0,36789.0
2017-08-28,90,80.3,72,57,52.6,45,57,39.0,26,26,26,26,29.6,29.5,29.5,0.0,38417.0
2017-08-29,90,80.3,66,63,52.7,46,65,39.5,27,24,24,24,29.6,29.5,29.5,0.0,39383.0
2017-08-30,79,74.1,70,63,56.7,48,78,55.9,39,29,29,29,29.7,29.6,29.6,0.0,45927.0
2017-08-31,81,73.8,61,55,48.7,45,60,42.2,30,33,33,33,29.7,29.7,29.6,0.0,46026.0
2017-09-01,84,73.2,59,59,49.1,41,64,43.3,28,12,12,12,29.7,29.6,29.6,0.0,50805.0
2017-09-02,88,76.5,59,63,55.5,48,82,51.4,27,12,12,12,29.6,29.6,29.5,0.0,50728.0
2017-09-03,95,80.8,63,68,58.4,54,78,49.9,25,16,16,16,29.6,29.5,29.4,0.0,53259.0
2017-09-04,88,79.2,68,66,52.5,43,73,42.1,22,15,15,15,29.7,29.6,29.4,0.0,92682.0
2017-09-05,84,73.7,63,63,56.0,50,78,55.9,30,16,16,16,29.7,29.6,29.6,0.0,139383.0
2017-09-06,82,72.9,63,59,51.3,39,83,49.8,21,17,17,17,29.7,29.7,29.6,0.0,134327.0
2017-09-07,86,72.7,59,57,50.8,41,82,50.4,22,10,10,10,29.7,29.7,29.6,0.0,143489.0
2017-09-08,86,75.9,59,64,52.9,48,77,46.6,27,10,10,10,29.6,29.6,29.6,0.0,103226.0
2017-09-09,88,77.0,64,66,60.1,54,78,57.5,33,14,14,14,29.7,29.6,29.5,0.0,42846.0
2017-09-10,88,78.0,72,70,65.4,61,83,65.6,40,16,16,16,29.6,29.5,29.5,0.0,82467.0
2017-09-11,90,77.8,66,70,63.0,48,94,64.7,25,16,16,16,29.6,29.5,29.4,0.0,126575.0
2017-09-12,90,80.8,72,70,57.0,52,83,46.0,27,20,20,20,29.6,29.5,29.4,0.0,136551.0
2017-09-13,90,78.3,66,63,56.3,50,73,48.9,27,12,12,12,29.7,29.6,29.6,0.0,114708.0
2017-09-14,90,77.3,66,64,56.5,46,78,52.4,24,20,20,20,29.7,29.6,29.6,0.0,141509.0
2017-09-15,88,76.1,63,63,55.5,46,83,53.1,24,12,12,12,29.6,29.6,29.6,0.0,120080.0
2017-09-16,88,75.3,61,59,54.8,50,72,50.7,29,17,17,17,29.6,29.6,29.6,0.0,51028.0
2017-09-17,90,77.4,59,61,56.6,54,88,52.2,31,14,14,14,29.6,29.6,29.6,0.0,80901.0
2017-09-18,99,80.9,64,59,53.6,45,77,43.3,18,13,13,13,29.6,29.5,29.5,0.0,116051.0
2017-09-19,93,81.6,68,68,51.8,46,55,36.4,21,10,10,10,29.5,29.5,29.5,0.0,50875.0
2017-09-20,90,78.6,66,68,54.9,48,65,45.6,26,17,17,17,29.5,29.4,29.4,0.0,78381.0
2017-09-21,81,75.3,68,55,45.0,37,50,35.1,24,21,21,21,29.6,29.6,29.5,0.0,155437.0
2017-09-22,77,69.6,59,50,44.0,36,68,41.5,22,14,14,14,29.8,29.7,29.6,0.0,120239.0
2017-09-23,77,66.9,55,50,48.0,46,77,52.9,36,10,10,10,29.8,29.8,29.8,0.0,49218.0
2017-09-24,77,66.8,55,52,48.4,43,77,54.0,29,14,14,14,29.8,29.8,29.7,0.0,82673.0
2017-09-25,77,69.2,59,63,53.1,45,88,58.1,40,14,14,14,29.7,29.7,29.6,0.0,150544.0
2017-09-26,77,68.4,59,63,59.3,55,94,74.3,50,10,10,10,29.7,29.7,29.6,0.0,145267.0
2017-09-27,77,69.9,63,63,59.8,55,88,71.1,50,13,13,13,29.8,29.8,29.7,0.0,150299.0
2017-09-28,72,68.4,64,63,57.6,55,88,69.1,60,28,28,28,29.8,29.8,29.8,0.0,128798.0
2017-09-29,70,65.5,64,55,52.6,50,73,62.5,49,28,28,28,29.8,29.7,29.7,0.0,126157.0
2017-09-30,68,63.9,61,54,51.4,50,77,63.9,52,28,28,28,29.8,29.7,29.7,0.0,55140.0
2017-10-01,66,62.3,61,55,53.2,52,77,71.8,64,20,20,20,29.9,29.8,29.7,0.0,86154.0
2017-10-02,72,64.3,59,52,50.0,46,77,60.7,43,25,25,25,29.9,29.9,29.8,0.0,135639.0
2017-10-03,72,64.7,59,50,47.9,45,72,56.1,38,23,23,23,29.9,29.9,29.8,0.0,148840.0
2017-10-04,73,64.4,57,57,51.6,46,88,64.1,46,18,18,18,29.9,29.9,29.8,0.0,107984.0
2017-10-05,79,65.3,48,57,48.6,45,94,59.4,30,9,9,9,29.9,29.8,29.6,0.0,134912.0
2017-10-06,82,71.1,57,59,54.2,48,88,58.0,32,14,14,14,29.6,29.5,29.4,0.0,112456.0
2017-10-07,81,71.2,59,64,57.7,46,88,63.7,46,28,28,28,29.4,29.4,29.3,0.0,49641.0
2017-10-08,70,62.7,52,48,38.3,34,59,41.6,28,15,15,15,29.7,29.6,29.4,0.0,94061.0
2017-10-09,73,59.3,45,46,41.9,36,76,55.1,31,9,9,9,29.8,29.7,29.7,0.0,147938.0
2017-10-10,73,61.4,48,50,46.1,41,82,59.7,35,10,10,10,29.8,29.8,29.8,0.0,144743.0
2017-10-11,73,62.1,48,52,46.2,41,88,58.5,38,18,18,18,29.9,29.8,29.8,0.0,156860.0
2017-10-12,73,62.1,46,55,44.5,37,77,55.1,31,18,18,18,29.9,29.9,29.8,0.0,146909.0
2017-10-13,75,62.7,46,55,48.1,41,87,61.0,38,18,18,18,29.9,29.8,29.8,0.0,121718.0
2017-10-14,75,66.2,54,54,47.5,41,67,51.6,33,23,23,23,29.9,29.8,29.8,0.0,53661.0
2017-10-15,73,66.8,61,52,44.2,37,72,46.2,27,28,28,28,30.0,29.9,29.9,0.0,86667.0
2017-10-16,79,70.6,61,52,43.2,36,56,37.7,28,22,22,22,30.0,29.9,29.9,0.0,108635.0
2017-10-17,77,68.9,63,54,48.7,39,64,49.7,28,25,25,25,30.0,29.9,29.8,0.0,54336.0
2017-10-18,77,65.2,55,57,49.0,43,88,57.1,36,18,18,18,29.8,29.8,29.7,0.0,85853.0
2017-10-19,77,63.5,48,55,48.4,43,94,63.0,29,8,8,8,29.8,29.8,29.7,0.0,74824.0
2017-10-20,77,64.4,48,61,53.3,45,94,69.4,44,8,8,8,29.8,29.7,29.7,0.0,137503.0
2017-10-21,77,64.3,52,59,54.3,48,100,72.7,41,8,8,8,29.8,29.7,29.7,0.0,47876.0
2017-10-22,81,65.9,52,61,54.4,48,94,69.8,34,10,10,10,29.7,29.6,29.6,0.0,88436.0
2017-10-23,77,66.1,54,59,55.4,50,94,70.7,41,16,16,16,29.6,29.4,29.3,0.0,89503.0
2017-10-24,70,62.4,0,59,47.6,0,88,59.0,0,13,13,13,29.4,29.3,29.2,0.0,90960.0
2017-10-25,68,61.1,55,54,49.5,46,88,66.6,46,18,18,18,29.8,29.6,29.4,0.0,115335.0
2017-10-26,66,59.6,55,52,48.5,46,82,67.6,52,22,22,22,29.9,29.9,29.8,0.0,133524.0
2017-10-27,70,60.5,52,52,47.4,43,82,63.0,43,16,16,16,29.9,29.7,29.6,0.0,108549.0
2017-10-28,70,59.6,52,54,48.7,43,88,68.2,49,17,17,17,29.5,29.4,29.4,0.0,44062.0
2017-10-29,66,60.4,55,48,41.4,36,63,50.1,34,23,23,23,29.6,29.5,29.4,0.0,83199.0
2017-10-30,68,61.6,52,46,43.5,39,77,52.0,40,18,18,18,29.7,29.6,29.4,0.0,138934.0
2017-10-31,63,59.6,55,43,37.5,34,52,44.2,34,17,17,17,29.9,29.8,29.7,0.0,125256.0
2017-11-01,63,57.3,52,39,36.3,32,62,46.2,32,18,18,18,29.9,29.9,29.8,0.0,44522.0
2017-11-02,63,53.7,45,45,40.6,37,87,62.4,42,14,14,14,29.9,29.8,29.8,0.0,40321.0
2017-11-03,70,54.2,37,50,43.7,36,93,70.3,38,14,14,14,29.8,29.7,29.6,0.0,41778.0
2017-11-04,61,56.1,50,50,46.5,45,87,71.2,59,17,17,17,29.8,29.7,29.6,0.0,44554.0
2017-11-05,64,58.3,52,48,42.9,37,77,57.8,37,18,18,18,29.8,29.8,29.7,0.0,73448.0
2017-11-06,64,54.5,39,46,41.8,36,87,63.8,45,7,7,7,29.8,29.8,29.7,0.0,97621.0
2017-11-07,66,56.5,45,54,48.1,43,93,74.1,56,10,10,10,29.8,29.8,29.8,0.0,102903.0
2017-11-08,64,55.4,48,57,50.5,43,94,83.8,64,9,9,9,29.8,29.8,29.8,0.0,106087.0
2017-11-09,68,58.2,48,54,50.0,46,100,76.3,49,6,6,6,29.8,29.8,29.8,0.0,107421.0
2017-11-10,66,56.4,46,54,49.1,45,100,77.8,52,10,10,10,29.8,29.8,29.8,0.0,102759.0
2017-11-11,70,60.0,48,55,51.6,46,94,75.2,52,14,14,14,29.8,29.7,29.7,0.0,52354.0
2017-11-12,72,65.0,59,57,55.3,54,82,72.1,57,15,15,15,29.7,29.7,29.6,0.0,46975.0
2017-11-13,66,60.1,54,57,53.5,50,88,79.2,68,16,16,16,29.6,29.4,29.4,0.0,107988.0
2017-11-14,70,59.7,50,57,52.2,46,94,77.5,56,12,12,12,29.7,29.5,29.4,0.0,75258.0
2017-11-15,72,64.9,59,61,56.6,54,88,75.5,57,15,15,15,29.7,29.7,29.6,0.0,54350.0
2017-11-16,66,61.8,57,59,56.0,50,88,81.0,63,16,16,16,29.8,29.7,29.7,0.0,104875.0
2017-11-17,63,56.4,50,57,52.6,48,100,86.8,77,18,18,18,29.7,29.6,29.6,0.0,76959.0
2017-11-18,61,56.8,54,55,52.8,50,94,86.6,72,6,6,6,29.6,29.6,29.5,0.0,16359.0
2017-11-19,63,54.1,45,57,50.3,45,100,87.2,67,12,12,12,29.6,29.5,29.5,0.0,54279.0
2017-11-20,63,56.0,48,48,39.8,27,77,55.7,32,23,23,23,29.7,29.5,29.4,0.0,128149.0
2017-11-21,57,49.5,39,34,28.1,23,81,45.0,29,14,14,14,29.8,29.8,29.7,0.0,125261.0
2017-11-22,63,50.8,39,43,37.2,32,76,61.8,34,10,10,10,29.8,29.8,29.8,0.0,121536.0
2017-11-23,66,52.6,41,46,41.8,37,93,69.3,37,6,6,6,29.8,29.8,29.8,0.0,134796.0
2017-11-24,63,52.6,41,54,46.3,39,94,80.7,63,7,7,7,29.8,29.8,29.8,0.0,93444.0
2017-11-25,64,54.6,46,52,48.3,45,100,81.2,56,6,6,6,29.8,29.8,29.8,0.0,43917.0
2017-11-26,68,56.4,48,50,46.6,39,94,73.0,37,12,12,12,29.8,29.7,29.7,0.0,43235.0
2017-11-27,64,56.9,50,54,47.5,41,88,72.0,55,20,20,20,29.7,29.5,29.4,0.0,74090.0
2017-11-28,57,52.7,43,43,38.9,34,87,60.4,44,14,14,14,29.7,29.6,29.5,0.0,149928.0
2017-11-29,61,50.5,43,43,38.5,34,87,64.5,48,12,12,12,29.8,29.7,29.7,0.0,141003.0
2017-11-30,68,58.8,41,55,50.1,37,93,73.0,60,28,28,28,29.8,29.7,29.7,0.0,151243.0
2017-12-01,68,64.6,63,55,53.1,48,73,65.5,49,35,35,35,29.7,29.6,29.6,0.0,122675.0
2017-12-02,72,65.5,61,57,52.3,48,77,62.6,46,21,21,21,29.7,29.6,29.6,0.0,47551.0
2017-12-03,70,65.0,57,59,54.3,46,77,68.2,60,28,28,28,29.8,29.7,29.7,0.0,91662.0
2017-12-04,66,57.1,48,48,42.7,36,82,59.8,40,15,15,15,29.8,29.8,29.8,0.0,154651.0
2017-12-05,55,51.1,46,39,33.4,25,71,51.7,40,21,21,21,29.9,29.9,29.8,0.0,140487.0
2017-12-06,52,46.6,39,34,28.2,25,66,49.7,37,18,18,18,30.1,30.0,29.9,0.0,143849.0
2017-12-07,61,47.5,32,41,33.5,28,87,60.0,36,7,7,7,30.1,30.0,30.0,0.0,122648.0
2017-12-08,63,49.3,37,46,39.7,32,87,70.3,48,10,10,10,30.0,29.9,29.8,0.0,39964.0
2017-12-09,63,55.4,46,45,42.4,39,82,62.3,45,20,20,20,29.8,29.7,29.6,0.0,39820.0
2017-12-10,63,58.3,46,50,39.2,32,68,50.4,32,22,22,22,29.8,29.7,29.5,0.0,87734.0
2017-12-11,61,48.6,37,43,36.9,32,87,65.9,36,15,15,15,29.9,29.9,29.8,0.0,154787.0
2017-12-12,66,53.1,41,48,43.6,37,87,72.3,46,12,12,12,29.9,29.9,29.8,0.0,149833.0
